Tópico,Palavras,Pesos
133,"amazonia, amazonas, desmatamento, br319, reativar, fundo, amazon, mutilam, serviria, avancou","[0.0731, 0.0486, 0.0189, 0.0181, 0.0174, 0.017, 0.0162, 0.0146, 0.014, 0.0135]"
134,"tv, televisao, tvs, record, assisto, assistir, retransmite, golpista, emissora, desligue","[0.0856, 0.0334, 0.0119, 0.0114, 0.0102, 0.0102, 0.0096, 0.0094, 0.0092, 0.0091]"
135,"managing, tool, groups, professional, welcome, jessica, juliana, helen, telegram, julia","[0.0382, 0.0382, 0.0381, 0.0381, 0.0377, 0.0296, 0.0272, 0.0261, 0.0246, 0.0239]"
136,"democracia, estrume, excluir, cartinha, imbecis, impostora, abala, instagrinha, capenga, percebia","[0.0781, 0.0184, 0.0152, 0.0139, 0.0138, 0.0124, 0.0108, 0.01, 0.0097, 0.0097]"
137,"santos, managing, tool, groups, professional, welcome, telegram, elisabeth, kay, joaquim","[0.1483, 0.0359, 0.0359, 0.0359, 0.0359, 0.0355, 0.0231, 0.0071, 0.0064, 0.006]"
138,"vaginal, sex, , , , , , , , ","[1.5311, 0.4263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
139,"fogo, fogos, incendio, pegando, circo, fogueira, soltando, parquinho, ceasa, flamengo","[0.0896, 0.0544, 0.0342, 0.033, 0.03, 0.0277, 0.0256, 0.0218, 0.0203, 0.0201]"
140,"gay, lgbt, gays, homofobia, homossexualidade, lesbicas, irritam, lesbica, homossexual, cassia","[0.0532, 0.0493, 0.0489, 0.0222, 0.0191, 0.015, 0.0131, 0.0129, 0.0128, 0.0104]"
141,"jaiiiiir, encaixadaaa, xooooootaa, rola, quero, lascou, vou, spray, acabou, pimenta","[0.1297, 0.1297, 0.1297, 0.0605, 0.0251, 0.0151, 0.0123, 0.0106, 0.0095, 0.0092]"
142,"22, envieos, bolsonaro22, trabalhei, ajudalo, toca, enviados, braasiil, compreensao, bolsonaro","[0.0656, 0.0505, 0.039, 0.0304, 0.0265, 0.0261, 0.0231, 0.0229, 0.0213, 0.0202]"
143,"votei, 22, vota, confirma, voto, legenda, votamos, votar, b22, vote","[0.0433, 0.0321, 0.0304, 0.0211, 0.0135, 0.0124, 0.0117, 0.0111, 0.0111, 0.0109]"
144,"manifestantes, manifestacoes, protestos, protestar, protesto, manifestacao, extraurgente, cadeirantes, desordeiro, protestando","[0.0416, 0.0201, 0.0197, 0.0186, 0.0169, 0.0107, 0.01, 0.0097, 0.0085, 0.0079]"
145,"evidencias, estimacoes, destatizacao, porteposse, refutacoes, oligopolios, demolay, monopolios, mordomias, coletivistas","[0.0302, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243, 0.0242, 0.0241, 0.024]"
146,"perfil, fotoperfilbrasil, clips, foto, fotos, imagem, galeria, comprovante, perfiis, troque","[0.0395, 0.0264, 0.0241, 0.024, 0.0227, 0.0218, 0.0196, 0.0161, 0.0149, 0.0143]"
147,"apareceram, medicina, inscrever, gosta, natural, melhores, ultimos, seguir, duvida, canais","[0.164, 0.1444, 0.1382, 0.1141, 0.1117, 0.1051, 0.0924, 0.0874, 0.0874, 0.0824]"
148,"carlos, jose, fadas, ogiganteacordousoueu, insistindo, comia, viviam, saran, memorias, existiu","[0.1648, 0.1166, 0.0734, 0.0712, 0.0684, 0.0656, 0.0647, 0.0619, 0.0599, 0.0564]"
149,"compartilhedeixe, genesio, aprenda, votar, video, videos, foquem, voto, eleitor, nulo","[0.0193, 0.019, 0.0125, 0.0125, 0.0116, 0.0109, 0.0074, 0.0074, 0.0069, 0.0068]"
150,"kumar, singh, khan, managing, tool, groups, professional, welcome, telegram, sharma","[0.1673, 0.1062, 0.0415, 0.0359, 0.0359, 0.0358, 0.0358, 0.0354, 0.0231, 0.0207]"
151,"google, duck, gmail, duckduckgo, buscadores, garrincha, pesquisar, programacao, mane, autoinvest","[0.1285, 0.0288, 0.0274, 0.0162, 0.0149, 0.0139, 0.0128, 0.0127, 0.0117, 0.0116]"
152,"verde, amarelo, amarela, cores, camiseta, circundam, iluminacoes, amarelas, planalto, vermelho","[0.1085, 0.1079, 0.0386, 0.0298, 0.0251, 0.0203, 0.0199, 0.0171, 0.0162, 0.0145]"
153,"criptomoedas, decentralized, avax, btcitcoin, dot, xrp, doge, matic, utility, near","[0.0578, 0.0449, 0.0449, 0.0449, 0.0449, 0.0447, 0.0447, 0.0447, 0.0446, 0.0442]"
154,"israel, judeus, sionista, judeu, jews, palestina, rothschild, jerusalem, libano, netanyahu","[0.0459, 0.0381, 0.0261, 0.0188, 0.0153, 0.0138, 0.0135, 0.0111, 0.0106, 0.0099]"
155,"oliveira, managing, tool, groups, professional, welcome, margarida, telegram, margarita, lemeshko","[0.1775, 0.0358, 0.0358, 0.0357, 0.0357, 0.0354, 0.0267, 0.023, 0.0182, 0.009]"
156,"legendas, tmefimtaproximo, inscreva, canal, copenhague, esqueleto, sereia, tmfimtaproximo, reconciliar, lamenta","[0.6937, 0.2592, 0.1696, 0.0465, 0.0176, 0.0147, 0.0132, 0.013, 0.0128, 0.012]"
157,"europa, alemanha, drag, europeia, sancoes, alem, queen, alemao, embacar, protestam","[0.0221, 0.0193, 0.0166, 0.0156, 0.0143, 0.013, 0.0126, 0.0124, 0.01, 0.01]"
158,"expressaopara, entrarmos, culto, entrar, infiltrado, verdadeiro, necessario, daqui, vale, pena","[0.047, 0.0465, 0.042, 0.0346, 0.0341, 0.0323, 0.0276, 0.0264, 0.0253, 0.0247]"
159,"jornalista, jornalistas, jornalismo, grobal, jp, caipira, goiana, catequese, diria, ceifou","[0.0611, 0.0456, 0.03, 0.016, 0.0141, 0.014, 0.0134, 0.013, 0.0115, 0.0113]"
160,"dormir, dormindo, dorme, dormem, dormi, sono, guarta, exercita, guartel, dormiu","[0.1272, 0.0462, 0.0366, 0.0182, 0.0168, 0.0166, 0.0137, 0.0137, 0.0137, 0.0133]"
161,"juiz, advogado, advogados, judiciario, desabonadoras, desocupacoes, proferir, coletivas, reu, mediar","[0.05, 0.033, 0.0191, 0.0166, 0.0145, 0.0141, 0.0133, 0.0127, 0.0122, 0.0116]"
162,"contacteme, conosco, receba, dm, garantido, apresentar, quero, retorno, faco, seguro","[0.099, 0.0601, 0.0593, 0.0543, 0.0502, 0.0477, 0.0423, 0.0415, 0.0412, 0.0387]"
163,"avany, muller, ferreira, video, dancinha, performance, tik, tok, flickr, dama","[0.6775, 0.6633, 0.3477, 0.0437, 0.0173, 0.0146, 0.0133, 0.0133, 0.0123, 0.0112]"
164,"veja, viram, vendo, , , , , , , ","[0.5018, 0.0457, 0.0422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
165,"corrupcao, esquema, bsm, escandalos, dallagnol, flix, promovidos, corruption, corrupto, dimensionando","[0.078, 0.0191, 0.0188, 0.0135, 0.0122, 0.012, 0.0117, 0.0111, 0.0104, 0.0097]"
166,"susy, silva, foto, walter, souza, santana, , , , ","[0.8584, 0.3344, 0.1148, 0.0059, 0.0033, 0.0032, 0.0, 0.0, 0.0, 0.0]"
167,"payment, received, agent, betty, my, thank, much, successfully, arrived, have","[0.1171, 0.0941, 0.0908, 0.0847, 0.0753, 0.0705, 0.0492, 0.0441, 0.0344, 0.0301]"
168,"virus, laboratorio, coronavirus, wuhan, cepa, boston, ecohealth, universidade, wiv, cientistas","[0.0322, 0.0288, 0.0281, 0.0216, 0.0195, 0.0177, 0.0146, 0.013, 0.0129, 0.012]"
169,"governo, plano, governos, radical, desaba, transicao, superavit, comparacao, bolsonaroveja, tange","[0.0384, 0.0164, 0.0112, 0.0107, 0.0092, 0.0089, 0.0081, 0.008, 0.0074, 0.0073]"
170,"musk, elon, twitter, demitir, funcionarios, bilionario, demite, compra, acordo, demitiu","[0.1107, 0.0949, 0.023, 0.0169, 0.0152, 0.0132, 0.0129, 0.0129, 0.0123, 0.0123]"
171,"floodando, advertencia, acao, 01112022, 656109889, 16200, 23, 31102022, 02112022, 23102022","[0.3871, 0.2992, 0.0993, 0.0907, 0.065, 0.0644, 0.0318, 0.0309, 0.0269, 0.0264]"
172,"ovo, ovos, cabeca, galinha, atingida, titia, pato, vovo, gg, mariene","[0.184, 0.0885, 0.0793, 0.0222, 0.0159, 0.0148, 0.0134, 0.0129, 0.0125, 0.0119]"
173,"chat, if, better, would, mind, thats, love, dont, know, acompanhar","[0.8978, 0.0172, 0.0164, 0.0156, 0.0154, 0.0146, 0.0123, 0.0102, 0.0096, 0.0094]"
174,"enquete, participem, competindo, scriptsamp, alteracoes, transparente, atualizada, aberta, compartilhem, possam","[0.1991, 0.1511, 0.1, 0.0983, 0.0885, 0.0837, 0.0791, 0.072, 0.0529, 0.0528]"
175,"teresa, valente, maria, video, videofilme, chorei, produzindo, conseguido, impactante, tocar","[0.5767, 0.5698, 0.2265, 0.0482, 0.0109, 0.0057, 0.0053, 0.0052, 0.0052, 0.0035]"
176,"batalhao, infantaria, rs, centro, sn, praca, caxias, comando, vila, jardim","[0.0205, 0.0173, 0.0144, 0.0136, 0.013, 0.0127, 0.0121, 0.0114, 0.0111, 0.0108]"
177,"pedro, perez, hugo, managing, tool, groups, professional, welcome, carlos, telegram","[0.0953, 0.0421, 0.0407, 0.036, 0.036, 0.036, 0.036, 0.0356, 0.0344, 0.0232]"
178,"portalpatriota, portaltocanews, portal, lideram, adesao, itens, favoravel, portalamazonnews, cumpinxa, sustentabilidade","[1.8581, 0.0578, 0.0382, 0.0379, 0.0338, 0.0327, 0.0321, 0.0295, 0.0295, 0.0287]"
179,"relembrando, skaf, video, espargia, inenarravel, alcancava, ornadas, transbordavam, faiscas, contagiava","[0.0114, 0.0104, 0.0103, 0.0088, 0.0088, 0.0088, 0.0088, 0.0088, 0.0088, 0.0088]"
180,"caminhoneiros, estradas, qgs, ajudarao, hang, parando, luciano, brasilia, qg, transportadores","[0.0533, 0.0211, 0.0211, 0.0155, 0.0154, 0.015, 0.015, 0.0136, 0.0111, 0.0108]"
181,"escravos, genocidio, escravizado, escravo, genocida, escravidao, legislacoes, motivacao, anticristao, feriasvamos","[0.0369, 0.0243, 0.0236, 0.0234, 0.0166, 0.0135, 0.0104, 0.0091, 0.009, 0.0088]"
182,"postando, telegran, agindo, 1hora, deletado, incomodando, evitando, direcionados, buscador, configurado","[0.036, 0.0341, 0.0275, 0.0262, 0.0249, 0.0246, 0.0241, 0.0233, 0.0231, 0.0227]"
183,"teresa, valente, maria, foto, herois, concerteza, devolver, lutou, eterna, gratidao","[0.5848, 0.5777, 0.2297, 0.085, 0.0084, 0.0078, 0.0044, 0.0039, 0.0035, 0.0034]"
184,"terrabrasilnoticias, complementa, anuncia, barack, cochichou, veja, monumental, presidios, styvenson, assustada","[0.0412, 0.0161, 0.0161, 0.0158, 0.0157, 0.0155, 0.0152, 0.0151, 0.0144, 0.0134]"
185,"postagens, pagina, postagem, impressao, comentarios, imprimir, imprimam, post, postei, off","[0.0311, 0.029, 0.0236, 0.018, 0.0167, 0.0149, 0.0146, 0.0138, 0.0133, 0.0116]"
186,"pinheiro, vitor, massote, marcelo, video, caseiro, kauss, djairo, foto, pao","[0.7749, 0.7205, 0.1516, 0.0593, 0.0562, 0.0205, 0.0155, 0.0155, 0.0145, 0.0089]"
187,"coreia, norte, missil, misseis, yonhap, japao, balistico, kim, japones, coreaninha","[0.1215, 0.0544, 0.0525, 0.0395, 0.0299, 0.0285, 0.0253, 0.0233, 0.0232, 0.0201]"
188,"medico, medicos, hospital, camaracongresso, naturopatia, tribuna, anatomia, constitucionalista, doses, nurses","[0.0284, 0.0275, 0.0259, 0.0212, 0.0167, 0.0154, 0.0126, 0.0118, 0.0115, 0.0108]"
189,"governosp, 02102022, 411, 081122, 061122, 1369819, 2307, 31102022, 231022, v0t0","[0.0777, 0.0477, 0.0471, 0.039, 0.039, 0.0371, 0.0314, 0.0298, 0.0271, 0.0271]"
190,"22, www25, mito, 17, compartilhem, certeza, casa, faz, , ","[0.2146, 0.0271, 0.0172, 0.0164, 0.0129, 0.0057, 0.0031, 0.0029, 0.0, 0.0]"
191,"fx, pool, mining, stream, investment, company, puedes, eth, turboalimentado, aumentemos","[0.1453, 0.1252, 0.1227, 0.1212, 0.0522, 0.029, 0.0128, 0.0126, 0.0107, 0.0107]"
192,"video, ac, deus, , , , , , , ","[0.1867, 0.0593, 0.0045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
193,"live, assistam, super, audiencia, retransmitida, youtubezduooyhyn4, assistir, peguenos, liderando, presidente","[0.0537, 0.0237, 0.0232, 0.0163, 0.0152, 0.0143, 0.0131, 0.0129, 0.0118, 0.0107]"
194,"censura, paralelo, matrix, descentralizada, financia, federalizada, aplicativos, censuranao, previnase, ociedade","[0.0266, 0.0197, 0.0171, 0.0161, 0.0121, 0.0112, 0.0111, 0.0106, 0.0103, 0.0096]"
195,"cut, cutt, breaking, , , , , , , ","[2.8209, 0.0262, 0.0227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
196,"daise, juarez, lfsc, eliaz, video, dave, elias, bassini, msfaco, elizel","[0.1376, 0.1293, 0.106, 0.1023, 0.0951, 0.0886, 0.0855, 0.0817, 0.0783, 0.0758]"
197,"tmearthursennatrader2, mearthursennatrader2, feedback, ativar, conectese, bot, diego, comigo, comecar, gabriel","[0.1344, 0.0516, 0.0316, 0.0303, 0.0297, 0.0275, 0.0215, 0.021, 0.0196, 0.0192]"
198,"mantenhase, informado, juntese, clique, tambem, nordestecombolsonaro22, samatha, umbora, canal, piauienses","[0.3288, 0.2695, 0.2579, 0.1309, 0.0439, 0.0321, 0.0281, 0.0281, 0.0277, 0.0274]"
199,"revistaoeste, revistaquem, texpho, revistaformosa, revistagalileu, revistaplaneta, revistaosabia, surveyheart, edition, ebiografia","[1.5829, 0.1134, 0.0857, 0.0467, 0.0467, 0.0467, 0.0467, 0.0428, 0.0368, 0.036]"
200,"relatorio, recuem, depende, apresentacao, ffaa, apresentado, americanas, entrega, dariam, atitude","[0.0987, 0.0277, 0.0208, 0.0183, 0.0135, 0.0133, 0.0105, 0.0104, 0.0103, 0.0098]"
201,"noite, amanha, boa, estarei, tarde, noturno, noitedosgirasois, calada, madrugada, alguem","[0.0619, 0.035, 0.0307, 0.0164, 0.0139, 0.012, 0.0107, 0.0106, 0.0084, 0.0084]"
202,"jfe, foto, jwam, , , , , , , ","[1.6632, 0.1725, 0.0836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
203,"susy, silva, rosmary, felix, video, bauer, samara, silvia, leao, wakiria","[0.7061, 0.3006, 0.1273, 0.1062, 0.0645, 0.0631, 0.0626, 0.0517, 0.0333, 0.0152]"
204,"medo, temer, cagando, contadas, receio, malta, magno, reaprumou, br085232022, teme","[0.1029, 0.0191, 0.0181, 0.0176, 0.0172, 0.0122, 0.0122, 0.0119, 0.0119, 0.0113]"
205,"referem, interpretacao, vincular, defendendo, oficiais, poderao, senao, colocando, musica, sabendo","[0.0912, 0.0869, 0.0859, 0.0717, 0.0652, 0.0623, 0.0609, 0.0595, 0.059, 0.0546]"
206,"estrategica, solicitadas, altamente, recomendo, profissional, comunicacoes, obrigada, financeira, larvas, mudou","[0.0449, 0.0383, 0.0351, 0.0342, 0.0329, 0.0275, 0.0265, 0.0254, 0.0253, 0.0251]"
207,"liberdade, direitos, liberto, liberdades, expressao, civis, livres, asas, treine, conquistada","[0.0294, 0.0175, 0.0158, 0.0152, 0.0143, 0.014, 0.0137, 0.0123, 0.011, 0.0097]"
208,"jovempan, imparcial, transmitir, jovem, nojo, bauru, pan, acorda, corte, assista","[2.5341, 0.0233, 0.0207, 0.019, 0.0164, 0.0153, 0.0135, 0.0098, 0.0092, 0.0037]"
209,"validos, brasmarket, 156454011, 527, pesquisa, instituto, aponta, 473, presidencial, votos","[0.0584, 0.0282, 0.0231, 0.0225, 0.0217, 0.0196, 0.0158, 0.0152, 0.0143, 0.0136]"
210,"fake, fakes, desmintam, desmentida, atingirem, postado, fabrica, refutacao, circo, leiteiro","[0.0595, 0.0304, 0.0197, 0.0139, 0.0137, 0.0103, 0.0098, 0.0093, 0.009, 0.0089]"
211,"jogo, jogar, lances, airosamente, virou, petulante, game, gandula, delinquente, arbitro","[0.0967, 0.0305, 0.0271, 0.0238, 0.0233, 0.0231, 0.0208, 0.0196, 0.0195, 0.0195]"
212,"pitagoras, foto, , , , , , , , ","[1.6513, 0.1725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,"petroleo, barris, bpd, opep, diesel, estoques, gasolina, preco, combustivel, postos","[0.0644, 0.0433, 0.0327, 0.0316, 0.0261, 0.0258, 0.025, 0.0234, 0.0213, 0.0188]"
214,"screenshot, out, 2022, 26, 220337, 224207, 222149, 145008, set, 29","[0.5407, 0.3086, 0.1253, 0.0738, 0.0504, 0.0356, 0.0356, 0.0356, 0.0307, 0.0279]"
215,"bandeira, vermelha, jamais, flag, bandeiras, false, cores, rainbow, narcoterrorista, estear","[0.077, 0.0617, 0.035, 0.0288, 0.0144, 0.0132, 0.0116, 0.0107, 0.0105, 0.0088]"
216,"correiopaulista, , , , , , , , , ","[3.4241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
217,"talves, desistirem, surpresas, positivas, efetivo, prontidao, capitais, conhecem, pediram, desistam","[0.0772, 0.0728, 0.0712, 0.0692, 0.068, 0.0658, 0.0618, 0.0592, 0.0588, 0.0526]"
218,"rosa, foto, , , , , , , , ","[0.7587, 0.1725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
219,"ads, chats, place, welcome, telegram, silva, souza, sonecas, santos, omena","[0.3961, 0.3781, 0.2725, 0.0348, 0.0226, 0.0142, 0.012, 0.0115, 0.0111, 0.0109]"
220,"iza, adalberto, theodoro, juju, leoncio, ribeiro, video, luiz, raimundojoaomarinhodutra, eduardo","[0.1341, 0.1265, 0.1251, 0.0789, 0.0697, 0.0674, 0.0592, 0.056, 0.0533, 0.0425]"
221,"esquerda, atordoada, magistral, tacada, plantam, zap, vazam, direita, levem, piruetas","[0.0505, 0.0245, 0.024, 0.0235, 0.0219, 0.0211, 0.0204, 0.0187, 0.0177, 0.0165]"
222,"dedos, nove, dedo, fingers, ladrao, escanteio, reagrupar, pelado, absolveram, alckimin","[0.1797, 0.0873, 0.0317, 0.0177, 0.0157, 0.0154, 0.0136, 0.0129, 0.0122, 0.0112]"
223,"video, gui, from, , , , , , , ","[0.1912, 0.1422, 0.0056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
224,"glaucio, souza, foto, grimolda, lins, akj, glaucia, , , ","[1.1201, 0.646, 0.1155, 0.0724, 0.0379, 0.0183, 0.0153, 0.0, 0.0, 0.0]"
225,"compartilhem, compartilhei, compartilhar, moderacao, curta, assistam, insaverinsaver, lulacraia, reflite, hard","[0.1392, 0.1258, 0.0563, 0.0544, 0.0479, 0.0467, 0.0448, 0.0347, 0.0347, 0.0346]"
226,"shall, truth, ye, john, 832, know, free, make, pill, red","[0.1708, 0.1403, 0.1021, 0.0821, 0.0749, 0.0634, 0.0634, 0.0583, 0.0459, 0.0451]"
227,"engracado, video, comemoro, twin, cute, babies, liberta, mesmissima, ganjingworld, funny","[1.1634, 0.0932, 0.0393, 0.026, 0.0239, 0.0239, 0.0237, 0.0227, 0.0211, 0.0201]"
228,"baixaogratis, divulgue, votarao, comprovara, improprias, contenha, notoriedade, responsabiliza, interessam, pronunciamentos","[0.0405, 0.0372, 0.0363, 0.0322, 0.0321, 0.0319, 0.0319, 0.0318, 0.0316, 0.0316]"
229,"deposit, comfim, please, confirm, deposited, agent, betty, my, sent, sir","[0.2708, 0.1895, 0.1355, 0.1178, 0.1074, 0.0796, 0.0679, 0.0668, 0.062, 0.0584]"
230,"massote, marcelo, adalberto, braga, video, jabson, binho, baquero, salomao, lambe","[0.8085, 0.3305, 0.096, 0.0654, 0.0605, 0.0447, 0.0447, 0.043, 0.0332, 0.0226]"
231,"veja, terrabrasilnoticias, datafolha, ratinho, esperavamos, diretor, ufrn, virada, arredores, multidao","[0.038, 0.0368, 0.0215, 0.0205, 0.0199, 0.0185, 0.0179, 0.0172, 0.0167, 0.0166]"
232,"bala, arma, porte, tiros, tiro, armas, fuzil, granada, gun, atirou","[0.0484, 0.0433, 0.0295, 0.0264, 0.0215, 0.0202, 0.0163, 0.0161, 0.0147, 0.0129]"
233,"desfeitos, tomam, concorrer, permanece, aprovacao, instaurado, convocada, destituir, passara, podera","[0.0624, 0.0581, 0.0558, 0.0525, 0.0514, 0.0394, 0.0368, 0.0366, 0.0354, 0.0326]"
234,"satanista, satanistas, remocao, maconaria, videos, satanico, kkmmmm, compartilaram, daquele, comentam","[0.05, 0.0128, 0.0121, 0.012, 0.0105, 0.01, 0.0098, 0.0098, 0.009, 0.0086]"
235,"narcisistasperversos, 00351, naturopata, relacionamentosabusivos, narcisoseuespelhoquebrou, narcisistapatologico, mentirosospatologicos, narcisistasinvejosos, fitoterapeuta, psicoterapeuta","[0.177, 0.1083, 0.1075, 0.1073, 0.1073, 0.1073, 0.1073, 0.1073, 0.1064, 0.1063]"
236,"managing, tool, groups, professional, welcome, mike, telegram, paul, john, mikel","[0.039, 0.039, 0.039, 0.039, 0.0386, 0.0358, 0.0251, 0.0206, 0.0205, 0.0197]"
237,"entrevista, sbt, participarei, record, navarro, entrevistado, 16h, percam, ligados, ssz","[0.0974, 0.0435, 0.0417, 0.0345, 0.0302, 0.0285, 0.0258, 0.0205, 0.0201, 0.018]"
238,"tp, gold, sl, sell, tp2, tp1, proper, buy, management, now","[0.2157, 0.1665, 0.1516, 0.1124, 0.0902, 0.0818, 0.0785, 0.0754, 0.0518, 0.0417]"
239,"tmefimtaproximo, inscreva, nota, militante, mad, miliantes, canal, diaskk, explodidos, sossega","[0.1351, 0.0876, 0.0421, 0.029, 0.026, 0.0253, 0.0244, 0.0204, 0.0196, 0.0185]"
240,"poder360, 104350, 20221002, compartilhei, remover, adicionou, ligando, 250, adicionar, power","[1.9766, 0.0454, 0.0454, 0.0378, 0.0342, 0.0248, 0.0224, 0.0189, 0.0189, 0.0186]"
241,"vivo, ressuscitar, desviar, rouba, jeff, tenta, bob, radio, propaganda, foco","[0.3242, 0.2261, 0.1856, 0.1766, 0.156, 0.1219, 0.1184, 0.0879, 0.0711, 0.0562]"
242,"cecilia, marcia, video, rubia, ventura, corretora, mara, rubim, mirandela, ademir","[1.0076, 0.1669, 0.0901, 0.0568, 0.038, 0.033, 0.0324, 0.0264, 0.0264, 0.023]"
243,"cecilia, moura, lima, mickey, video, andrea, cavalcanti, cicero, pedrosa, magalhaes","[0.282, 0.2656, 0.1701, 0.0454, 0.0398, 0.0378, 0.0372, 0.037, 0.036, 0.0353]"
244,"marilia, filhotinho, rishi, sunak, protege, britanico, primeiroministro, karl, marx, confirmado","[0.7217, 0.1858, 0.1387, 0.1288, 0.114, 0.1091, 0.0988, 0.0886, 0.0818, 0.0695]"
245,"agua, beber, onca, copos, copo, comida, balde, bebendo, recipiente, 13980789721","[0.0891, 0.0345, 0.0341, 0.0268, 0.0234, 0.0217, 0.0158, 0.0141, 0.0133, 0.0119]"
246,"morre, padua, morreu, perez, infarto, daniella, cantor, sequel, guilherme, cabal","[0.0724, 0.0363, 0.0362, 0.0257, 0.0227, 0.0223, 0.0209, 0.0206, 0.02, 0.0193]"
247,"fr, deutsche, vilao, ressaltou, espetacular, sensacional, fmi, tiago, jantando, apresentacao","[0.0208, 0.0158, 0.0136, 0.0129, 0.0126, 0.0124, 0.0107, 0.0105, 0.0105, 0.0103]"
248,"habitantes, votaram, ba, xique, mortos, 12351, antasba, guananbimba, antaspe, 43548","[0.1583, 0.1054, 0.0687, 0.0619, 0.0402, 0.0394, 0.0389, 0.0388, 0.0386, 0.0384]"
249,"costa, cruz, managing, tool, groups, professional, welcome, telegram, douglas, salvador","[0.1449, 0.0402, 0.0365, 0.0365, 0.0364, 0.0364, 0.036, 0.0235, 0.0105, 0.01]"
250,"video, lk, , , , , , , , ","[0.1959, 0.0427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
251,"rir, humor, rindo, piada, ironia, risada, humorista, risadas, engracado, comedia","[0.1176, 0.0644, 0.0567, 0.037, 0.0278, 0.0263, 0.0237, 0.0216, 0.0194, 0.0188]"
252,"politico, pac, politica, apostar, politicos, fede, dnc, mexe, redutos, viabilidade","[0.0209, 0.0208, 0.0193, 0.0182, 0.0162, 0.0159, 0.0143, 0.0128, 0.0124, 0.0124]"
253,"paraisopolis, atentado, tarcisio, freitas, sofre, tiros, tormento, frieza, cinegrafista, salvaram","[0.1609, 0.0925, 0.0814, 0.0666, 0.0552, 0.0393, 0.0346, 0.032, 0.0316, 0.031]"
254,"mudarmos, impulsionamento, condicoes, clara, compartilha, desejo, seguir, acredito, 21, minimo","[0.1188, 0.1176, 0.0751, 0.0716, 0.0695, 0.0693, 0.0502, 0.0478, 0.0465, 0.046]"
255,"maria, managing, tool, groups, professional, welcome, telegram, eduarda, marianna, mariah","[0.0969, 0.0344, 0.0344, 0.0343, 0.0343, 0.034, 0.0223, 0.0194, 0.0131, 0.0124]"
256,"jb, 48, 42, marquei, 47, 455, 445, percebo, 465, 475","[0.1196, 0.0549, 0.0379, 0.0375, 0.0366, 0.0361, 0.0358, 0.0358, 0.0356, 0.0354]"
257,"gb, duracao, tamanho, cursos, 202, convite, lancamento, compartilhe, curso, assistir","[0.2253, 0.1864, 0.1279, 0.1084, 0.0432, 0.0427, 0.0357, 0.0301, 0.0294, 0.0212]"
258,"advogado, manifestantes, subindo, agravara, conduzam, manifestarmos, imputar, viaturas, ocorrerem, advogada","[0.0191, 0.0183, 0.0174, 0.0169, 0.0169, 0.0167, 0.0167, 0.0165, 0.0165, 0.0165]"
259,"managing, tool, groups, professional, welcome, telegram, alter, futureking, innventa, novim","[0.0477, 0.0477, 0.0476, 0.0476, 0.0471, 0.0307, 0.0099, 0.0099, 0.0099, 0.0099]"
260,"brazilbitcoin, binario, bitso, investimento, alegrar, invistam, obtive, confiavel, cashback, stachinski","[0.1265, 0.1207, 0.1197, 0.0241, 0.0233, 0.0231, 0.0195, 0.0155, 0.0139, 0.0136]"
